date,ticker,type,price,shares,amount,commission,reason
2010-03-29,6758,BUY,709.416,1400,993732.4,550.0,Add position on ex-dividend drop (0.1%)
2010-03-29,6971,BUY,1132.26,800,906358.0,550.0,Add position on ex-dividend drop (0.4%)
2010-03-29,6857,SELL,582.5725,3400,1979657.089425,1089.410575,Window filled (reached pre-ex price 583)
2010-03-29,6841,BUY,790.578,1200,949243.6,550.0,Add position on ex-dividend drop (0.6%)
2010-03-29,6724,BUY,731.46,1300,951448.0,550.0,Add position on ex-dividend drop (0.1%)
2010-03-29,6701,BUY,549.096,1800,988922.8,550.0,Add position on ex-dividend drop (0.7%)
2010-03-29,6503,SELL,842.765,2400,2021536.0,1100.0,Window filled (reached pre-ex price 835)
2010-03-29,6479,SELL,573.12,3400,1947536.2656,1071.7344,Window filled (reached pre-ex price 573)
2010-03-29,6902,BUY,685.368,1400,960065.2000000001,550.0,Add position on ex-dividend drop (0.3%)
2010-03-30,6758,SELL,719.385,4200,3020317.0,1100.0,Window filled (reached pre-ex price 709)
2010-03-30,6971,SELL,1138.03125,2400,2730175.0,1100.0,Window filled (reached pre-ex price 1135)
2010-03-30,6954,SELL,1991.99,1000,1990894.4055,1095.5945000000002,Window filled (reached pre-ex price 1980)
2010-03-30,6841,SELL,815.9,3600,2936140.0,1100.0,Window filled (reached pre-ex price 794)
2010-03-30,6724,SELL,737.295,3900,2874350.5,1100.0,Window filled (reached pre-ex price 730)
2010-03-30,6701,SELL,561.18,5400,3029271.9999999995,1100.0,Window filled (reached pre-ex price 552)
2010-03-30,6902,SELL,694.51,4200,2915842.0,1100.0,Window filled (reached pre-ex price 686)
2010-05-11,3391,BUY,1685.8874999999998,500,843493.7499999999,550.0,Entry 3 days before record date
2010-05-12,3391,BUY,1650.795,500,825947.5,550.0,Add position on ex-dividend drop (1.8%)
2010-05-25,3391,SELL,1496.501,1500,2243651.5,1100.0,Stop loss triggered (-10.5%)
2010-05-26,1377,BUY,1160.7749999999999,800,929169.9999999999,550.0,Entry 3 days before record date
2010-05-27,1377,BUY,1142.28,800,914374.0,550.0,Add position on ex-dividend drop (1.3%)
2010-05-31,1377,SELL,1160.674,2400,2784517.6,1100.0,Window filled (reached pre-ex price 1155)
2010-06-25,7751,BUY,3537.06,200,707962.0,550.0,Entry 3 days before record date
2010-06-25,7267,BUY,894.1179796142578,1100,984079.7775756835,550.0,Entry 3 days before record date
2010-06-25,4519,BUY,541.4139796142579,1800,975095.1633056642,550.0,Entry 3 days before record date
2010-06-25,4151,BUY,855.708,1100,941828.7999999999,550.0,Entry 3 days before record date
2010-06-25,7532,BUY,306.8625,3200,982510.0,550.0,Entry 3 days before record date
2010-06-25,2502,BUY,526.3839796142578,1900,1000679.6325257866,550.0712586968995,Entry 3 days before record date
2010-06-25,2503,BUY,1159.314,800,928001.2000000001,550.0,Entry 3 days before record date
2010-06-25,8804,BUY,599.196,1600,959263.6000000001,550.0,Entry 3 days before record date
2010-06-25,5201,BUY,4458.9,200,892329.9999999999,550.0,Entry 3 days before record date
2010-06-25,5301,BUY,457.914,2100,962169.4,550.0,Entry 3 days before record date
2010-06-28,7751,BUY,3496.98,200,699946.0,550.0,Add position on ex-dividend drop (1.1%)
2010-06-28,7267,SELL,889.8616464233398,2200,1956618.8895391754,1076.7325921722413,Window filled (reached pre-ex price 894)
2010-06-28,4519,BUY,537.072,1800,967279.6,550.0,Add position on ex-dividend drop (0.8%)
2010-06-28,4151,SELL,852.715,2200,1874941.21485,1031.7851500000002,Window filled (reached pre-ex price 856)
2010-06-28,7532,BUY,301.602,3200,965676.3999999999,550.0,Add position on ex-dividend drop (1.7%)
2010-06-28,2503,SELL,1160.17,1600,1855251.0504,1020.9496,Window filled (reached pre-ex price 1159)
2010-06-28,8804,BUY,579.156,1600,927199.5999999999,550.0,Add position on ex-dividend drop (3.3%)
2010-06-28,5201,BUY,4403.79,200,881308.0,550.0,Add position on ex-dividend drop (1.2%)
2010-06-28,5301,BUY,450.9,2100,947440.0,550.0,Add position on ex-dividend drop (1.5%)
2010-07-01,5301,SELL,409.18,6300,2576734.0,1100.0,Stop loss triggered (-10.0%)
2010-07-02,8804,SELL,526.944,4800,2528231.1999999997,1100.0,Stop loss triggered (-10.9%)
2010-07-14,7751,SELL,3572.84,600,2142604.0,1100.0,Window filled (reached pre-ex price 3530)
2010-07-22,5201,SELL,3957.07,600,2373142.0,1100.0,Stop loss triggered (-10.7%)
2010-07-26,4519,SELL,509.6453231811523,5400,2750984.7451782227,1100.0,Max holding period reached (20 days)
2010-07-26,7532,SELL,290.917,9600,2791703.1999999997,1100.0,Max holding period reached (20 days)
2010-07-26,2502,SELL,512.972,3800,1948221.48852,1072.11148,Max holding period reached (20 days)
2010-07-27,1928,BUY,785.91,1200,943642.0,550.0,Entry 3 days before record date
2010-07-28,1928,SELL,786.05,2400,1885482.414,1037.586,Window filled (reached pre-ex price 786)
2010-08-17,8905,BUY,1774.2818627929685,500,887690.9313964843,550.0,Entry 3 days before record date
2010-08-17,8570,BUY,956.7599999999999,1000,957309.9999999999,550.0,Entry 3 days before record date
2010-08-18,8905,SELL,1810.9,1000,1809904.005,995.995,Window filled (reached pre-ex price 1774)
2010-08-18,8570,BUY,929.856,1000,930406.0,550.0,Add position on ex-dividend drop (2.5%)
2010-08-26,3382,BUY,664.9750204467773,1500,998012.530670166,550.0,Entry 3 days before record date
2010-08-26,9983,BUY,4026.700081787109,200,805890.0163574218,550.0,Entry 3 days before record date
2010-08-26,3141,BUY,225.66818321228024,4400,993490.0061340331,550.0,Entry 3 days before record date
2010-08-27,3382,BUY,659.6499796142579,1500,990024.9694213868,550.0,Add position on ex-dividend drop (0.5%)
2010-08-27,9983,BUY,3957.9,200,792130.0,550.0,Add position on ex-dividend drop (1.4%)
2010-08-27,3141,BUY,221.35090631103515,4400,974493.9877685546,550.0,Add position on ex-dividend drop (1.6%)
2010-08-30,3382,SELL,663.3373536376953,4500,2983918.091369629,1100.0,Window filled (reached pre-ex price 662)
2010-08-30,9983,SELL,4015.286585449219,600,2408071.951269531,1100.0,Window filled (reached pre-ex price 4007)
2010-09-13,6861,BUY,4259.829411621094,200,852515.8823242188,550.0,Entry 3 days before record date
2010-09-14,8570,SELL,941.114,3000,2822242.0,1100.0,Max holding period reached (20 days)
2010-09-14,6861,BUY,4206.122504882813,200,841774.5009765625,550.0,Add position on ex-dividend drop (1.0%)
2010-09-16,6861,SELL,4234.69527734375,600,2539717.1664062496,1100.0,Window filled (reached pre-ex price 4239)
2010-09-17,3141,SELL,225.68409506225586,13200,2977930.0548217776,1100.0,Window filled (reached pre-ex price 225)
2010-09-27,6758,BUY,527.0220245361328,1900,1001892.5846342926,550.7380156402588,Entry 3 days before record date
2010-09-27,6971,BUY,1027.6125,900,925401.25,550.0,Entry 3 days before record date
2010-09-27,6954,BUY,2156.7299999999996,400,863241.9999999998,550.0,Entry 3 days before record date
2010-09-27,6857,BUY,437.42625,2200,962887.75,550.0,Entry 3 days before record date
2010-09-27,6762,BUY,330.3099897766113,3000,991479.9693298339,550.0,Entry 3 days before record date
2010-09-27,6724,BUY,615.06,1600,984645.9999999999,550.0,Entry 3 days before record date
2010-09-27,6753,BUY,8663.099999999999,100,866859.9999999999,550.0,Entry 3 days before record date
2010-09-27,6503,BUY,727.6199999999999,1300,946455.9999999999,550.0,Entry 3 days before record date
2010-09-27,6479,BUY,444.21,2200,977812.0,550.0,Entry 3 days before record date
2010-09-27,6902,BUY,633.6524999999999,1500,951028.7499999999,550.0,Entry 3 days before record date
2010-09-28,6758,BUY,519.6371755371093,1900,987860.6335205077,550.0,Add position on ex-dividend drop (1.1%)
2010-09-28,6971,BUY,1004.505,900,904604.5,550.0,Add position on ex-dividend drop (2.0%)
2010-09-28,6954,SELL,2167.11,800,1732734.4716,953.5284,Window filled (reached pre-ex price 2157)
2010-09-28,6857,BUY,427.6035,2200,941277.7,550.0,Add position on ex-dividend drop (2.0%)
2010-09-28,6762,BUY,315.63,3100,979003.0,550.0,Add position on ex-dividend drop (4.2%)
2010-09-28,6724,SELL,612.4225,3200,1958674.1364,1077.8636000000001,Window filled (reached pre-ex price 615)
2010-09-28,6753,BUY,8627.22,100,863271.9999999999,550.0,Add position on ex-dividend drop (0.1%)
2010-09-28,6503,BUY,716.43,1300,931908.9999999999,550.0,Add position on ex-dividend drop (1.2%)
2010-09-28,6479,BUY,435.87,2200,959464.0,550.0,Add position on ex-dividend drop (1.6%)
2010-09-28,6902,BUY,627.5025,1500,941803.7500000001,550.0,Add position on ex-dividend drop (0.7%)
2010-09-29,6758,SELL,526.355,5700,2999123.5,1100.0,Window filled (reached pre-ex price 524)
2010-09-29,6753,SELL,8606.75,300,2580925.0,1100.0,Window filled (reached pre-ex price 8620)
2010-09-29,6503,SELL,721.375,3900,2812262.5,1100.0,Window filled (reached pre-ex price 724)
2010-09-29,6902,SELL,628.3425,4500,2826441.25,1100.0,Window filled (reached pre-ex price 630)
2010-10-05,6971,SELL,1040.415,2700,2808020.5,1100.0,Window filled (reached pre-ex price 1022)
2010-10-06,6857,SELL,440.617,6600,2906972.2,1100.0,Window filled (reached pre-ex price 435)
2010-10-14,6479,SELL,455.088,6600,3002480.8000000003,1100.0,Window filled (reached pre-ex price 442)
2010-10-26,6762,SELL,305.72067681884766,9100,2780958.1590515138,1100.0,Max holding period reached (20 days)
2010-11-10,3391,BUY,1781.3624999999997,500,891231.2499999999,550.0,Entry 3 days before record date
2010-11-11,3391,BUY,1766.025,500,883562.5,550.0,Add position on ex-dividend drop (0.6%)
2010-11-18,3391,SELL,1768.955,1500,2652332.5,1100.0,Window filled (reached pre-ex price 1772)
2010-11-25,1377,BUY,1072.3349999999998,900,965651.4999999999,550.0,Entry 3 days before record date
2010-11-26,1377,BUY,1061.118,900,955556.2,550.0,Add position on ex-dividend drop (0.7%)
2010-12-07,1377,SELL,1064.866,2700,2874038.2,1100.0,Window filled (reached pre-ex price 1067)
2010-12-27,7751,BUY,4331.549999999999,200,866859.9999999999,550.0,Entry 3 days before record date
2010-12-27,7267,BUY,1103.8250408935546,900,993992.5368041991,550.0,Entry 3 days before record date
2010-12-27,4704,BUY,2799.93,300,840529.0,550.0,Entry 3 days before record date
2010-12-27,4755,BUY,686.415,1400,961531.0,550.0,Entry 3 days before record date
2010-12-27,4519,BUY,510.87501022338864,1900,971212.5194244385,550.0,Entry 3 days before record date
2010-12-27,4151,BUY,861.2849999999999,1100,947963.4999999999,550.0,Entry 3 days before record date
2010-12-27,7532,BUY,313.434375,3200,1003541.6445,551.6445,Entry 3 days before record date
2010-12-27,2503,BUY,1162.7849999999999,800,930777.9999999999,550.0,Entry 3 days before record date
2010-12-27,2212,BUY,1001.9849999999999,1000,1002536.0917499999,551.0917499999999,Entry 3 days before record date
2010-12-27,8804,BUY,755.7599999999999,1300,983037.9999999999,550.0,Entry 3 days before record date
2010-12-28,7751,BUY,4243.47,200,849244.0,550.0,Add position on ex-dividend drop (1.7%)
2010-12-28,7267,BUY,1088.8399592285157,900,980505.9633056641,550.0,Add position on ex-dividend drop (1.1%)
2010-12-28,4704,BUY,2715.42,300,815176.0,550.0,Add position on ex-dividend drop (2.7%)
2010-12-28,4519,BUY,502.002,1900,954353.8,550.0,Add position on ex-dividend drop (1.4%)
2010-12-28,4151,BUY,842.682,1100,927500.2000000001,550.0,Add position on ex-dividend drop (1.9%)
2010-12-28,7532,BUY,308.49075,3200,987720.4,550.0,Add position on ex-dividend drop (1.3%)
2010-12-28,2503,BUY,1146.288,800,917580.4,550.0,Add position on ex-dividend drop (1.1%)
2010-12-28,2212,BUY,991.98,1000,992530.0,550.0,Add position on ex-dividend drop (0.7%)
2010-12-28,8804,BUY,745.488,1300,969684.4,550.0,Add position on ex-dividend drop (1.1%)
2010-12-29,7532,SELL,310.564375,9600,2980318.0,1100.0,Window filled (reached pre-ex price 312)
2010-12-29,8804,SELL,756.2,3900,2948080.0,1100.0,Window filled (reached pre-ex price 752)
2011-01-12,7267,SELL,1101.1267072753906,2700,2971942.1096435543,1100.0,Window filled (reached pre-ex price 1098)
2011-01-13,4755,SELL,688.62,2800,1927075.5252,1060.4748,Window filled (reached pre-ex price 683)
2011-01-24,4151,SELL,855.286,3300,2821343.8,1100.0,Window filled (reached pre-ex price 857)
2011-01-25,4519,SELL,513.3046463623047,5700,2924736.4842651365,1100.0,Window filled (reached pre-ex price 508)
2011-01-26,1928,BUY,825.1049999999999,1200,990675.9999999999,550.0,Entry 3 days before record date
2011-01-27,7751,SELL,4186.61,600,2510866.0,1100.0,Max holding period reached (20 days)
2011-01-27,4704,SELL,2549.89,900,2293801.0,1100.0,Max holding period reached (20 days)
2011-01-27,2503,SELL,1115.764,2400,2676733.5999999996,1100.0,Max holding period reached (20 days)
2011-01-27,2212,SELL,968.06,3000,2903080.0,1100.0,Max holding period reached (20 days)
2011-01-27,1928,BUY,810.618,1200,973291.6000000001,550.0,Add position on ex-dividend drop (1.5%)
2011-02-14,1928,SELL,819.358,3600,2948588.8,1100.0,Window filled (reached pre-ex price 821)
2011-02-15,8905,BUY,2000.8636029052732,500,1000982.0389434355,550.2374907989501,Entry 3 days before record date
2011-02-15,8570,BUY,1288.4099999999999,700,902436.9999999999,550.0,Entry 3 days before record date
2011-02-16,8905,BUY,1970.2963747558595,500,985698.1873779297,550.0,Add position on ex-dividend drop (1.2%)
2011-02-16,8570,SELL,1300.465,1400,1819649.64195,1001.35805,Window filled (reached pre-ex price 1288)
2011-02-17,8905,SELL,2003.5681707763672,1500,3004252.256164551,1100.0,Window filled (reached pre-ex price 1991)
2011-02-23,3382,BUY,755.4250204467772,1300,982602.5265808104,550.0,Entry 3 days before record date
2011-02-23,8267,BUY,1071.33,900,964746.9999999999,550.0,Entry 3 days before record date
2011-02-23,9983,BUY,4284.650163574218,200,857480.0327148436,550.0,Entry 3 days before record date
2011-02-23,3141,BUY,238.11648284912107,4200,1000639.27704169,550.0490753814697,Entry 3 days before record date
2011-02-24,8267,BUY,1031.058,900,928502.2,550.0,Add position on ex-dividend drop (3.5%)
2011-02-24,9983,BUY,4211.740163085938,200,842898.0326171875,550.0,Add position on ex-dividend drop (1.4%)
2011-02-24,3141,BUY,235.69771893310548,4200,990480.4195190431,550.0,Add position on ex-dividend drop (0.7%)
2011-02-25,3382,SELL,755.5366464233398,2600,1963314.863296298,1080.417404385376,Window filled (reached pre-ex price 752)
2011-02-25,9983,SELL,4255.283171386719,600,2552069.9028320312,1100.0,Window filled (reached pre-ex price 4263)
2011-02-25,3141,SELL,237.8954573059082,12600,2996382.7620544434,1100.0,Window filled (reached pre-ex price 237)
2011-03-14,8267,SELL,927.142,2700,2502183.4000000004,1100.0,Stop loss triggered (-12.2%)
2011-03-15,6861,BUY,4218.715686035156,200,844293.1372070312,550.0,Entry 3 days before record date
2011-03-16,6861,SELL,4685.545366210938,400,1873187.3265038086,1030.8199805664062,Window filled (reached pre-ex price 4219)
2011-03-28,6758,BUY,522.5999999999999,1900,993489.9999999999,550.0,Entry 3 days before record date
2011-03-28,6971,BUY,998.7187499999999,1000,999268.7499999999,550.0,Entry 3 days before record date
2011-03-28,6954,BUY,2426.0699999999997,400,970977.9999999999,550.0,Entry 3 days before record date
2011-03-28,6857,BUY,341.7,2900,991480.0,550.0,Entry 3 days before record date
2011-03-28,6762,BUY,309.2049897766113,3200,990005.9672851561,550.0,Entry 3 days before record date
2011-03-28,6724,BUY,630.6374999999999,1500,946506.2499999999,550.0,Entry 3 days before record date
2011-03-28,6753,BUY,7678.199999999999,100,768369.9999999999,550.0,Entry 3 days before record date
2011-03-28,6503,BUY,960.7799999999999,1000,961329.9999999999,550.0,Entry 3 days before record date
2011-03-28,6479,BUY,453.25499999999994,2200,997710.9999999999,550.0,Entry 3 days before record date
2011-03-28,6902,BUY,657.7724999999999,1500,987208.7499999999,550.0,Entry 3 days before record date
2011-03-29,6971,SELL,1001.21875,2000,2001337.5,1100.0,Window filled (reached pre-ex price 999)
2011-03-29,6954,BUY,2412.816,400,965676.3999999999,550.0,Add position on ex-dividend drop (0.2%)
2011-03-29,6857,SELL,347.255,5800,2012979.0,1100.0,Window filled (reached pre-ex price 342)
2011-03-29,6724,BUY,626.25,1500,939925.0,550.0,Add position on ex-dividend drop (0.4%)
2011-03-29,6753,SELL,7989.85,200,1597091.1165,878.8835,Window filled (reached pre-ex price 7678)
2011-03-29,6503,BUY,954.906,1000,955456.0,550.0,Add position on ex-dividend drop (0.3%)
2011-03-29,6479,BUY,442.884,2200,974894.8,550.0,Add position on ex-dividend drop (2.0%)
2011-03-29,6902,SELL,656.94875,3000,1969762.2845625,1083.9654375,Window filled (reached pre-ex price 658)
2011-03-30,6758,SELL,528.7430242919921,3800,2008123.49230957,1100.0,Window filled (reached pre-ex price 520)
2011-03-30,6954,SELL,2467.6,1200,2960020.0,1100.0,Window filled (reached pre-ex price 2414)
2011-03-30,6762,SELL,320.0583232116699,6400,2047273.2685546875,1100.0,Window filled (reached pre-ex price 308)
2011-03-30,6724,SELL,654.71,4500,2945095.0,1100.0,Window filled (reached pre-ex price 628)
2011-03-30,6503,SELL,967.14,3000,2900320.0,1100.0,Window filled (reached pre-ex price 956)
2011-03-30,6479,SELL,459.69,6600,3032854.0,1100.0,Window filled (reached pre-ex price 451)
2011-05-10,3391,BUY,1914.5249999999999,500,957812.4999999999,550.0,Entry 3 days before record date
2011-05-11,3391,BUY,1898.79,500,949945.0,550.0,Add position on ex-dividend drop (0.5%)
2011-05-26,1377,BUY,1166.8049999999998,800,933993.9999999999,550.0,Entry 3 days before record date
2011-05-27,1377,BUY,1144.284,800,915977.2000000001,550.0,Add position on ex-dividend drop (1.6%)
2011-06-07,3391,SELL,1863.765,1500,2794547.5,1100.0,Max holding period reached (20 days)
2011-06-23,1377,SELL,1145.704,2400,2748589.6,1100.0,Max holding period reached (20 days)
2011-06-27,7751,BUY,3783.825,200,757315.0,550.0,Entry 3 days before record date
2011-06-27,7267,BUY,1011.7000204467772,900,911080.0184020995,550.0,Entry 3 days before record date
2011-06-27,4519,BUY,439.18499999999995,2200,966756.9999999999,550.0,Entry 3 days before record date
2011-06-27,4151,BUY,774.8549999999999,1200,930375.9999999999,550.0,Entry 3 days before record date
2011-06-27,7532,BUY,339.94124999999997,2900,986379.6249999999,550.0,Entry 3 days before record date
2011-06-27,2502,BUY,540.6899999999999,1800,973791.9999999999,550.0,Entry 3 days before record date
2011-06-27,2503,BUY,1100.475,900,990977.4999999999,550.0,Entry 3 days before record date
2011-06-27,5201,BUY,4557.674999999999,200,912084.9999999999,550.0,Entry 3 days before record date
2011-06-27,5301,BUY,445.215,2200,980023.0,550.0,Entry 3 days before record date
2011-06-27,5015,BUY,337.67999999999995,2900,979821.9999999999,550.0,Entry 3 days before record date
2011-06-28,7751,BUY,3747.48,200,750046.0,550.0,Add position on ex-dividend drop (0.7%)
2011-06-28,7267,SELL,1008.2666464233398,1800,1813881.7795820527,998.1839799591065,Window filled (reached pre-ex price 1012)
2011-06-28,4519,BUY,435.87,2200,959464.0,550.0,Add position on ex-dividend drop (0.5%)
2011-06-28,4151,BUY,767.532,1200,921588.4,550.0,Add position on ex-dividend drop (0.6%)
2011-06-28,2502,BUY,536.4039796142578,1800,966077.163305664,550.0,Add position on ex-dividend drop (0.5%)
2011-06-28,2503,SELL,1096.49,1800,1972596.4749,1085.5251,Window filled (reached pre-ex price 1100)
2011-06-28,5201,BUY,4519.02,200,904354.0000000001,550.0,Add position on ex-dividend drop (0.6%)
2011-06-28,5015,BUY,331.662,2900,962369.7999999999,550.0,Add position on ex-dividend drop (1.5%)
2011-06-29,7751,SELL,3800.9,600,2279440.0,1100.0,Window filled (reached pre-ex price 3765)
2011-06-29,4519,SELL,435.47832321166993,6600,2873056.9331970215,1100.0,Window filled (reached pre-ex price 437)
2011-06-29,4151,SELL,770.13,3600,2771368.0,1100.0,Window filled (reached pre-ex price 771)
2011-06-29,7532,SELL,345.01625,5800,1999994.25,1100.0,Window filled (reached pre-ex price 338)
2011-06-29,2502,SELL,537.9633535766601,5400,2903902.1093139644,1100.0,Window filled (reached pre-ex price 538)
2011-06-29,5201,SELL,4581.975,600,2748085.0,1100.0,Window filled (reached pre-ex price 4535)
2011-06-29,5301,SELL,446.755,4400,1964640.8529,1081.1471000000001,Window filled (reached pre-ex price 443)
2011-07-04,5015,SELL,336.326,8700,2924936.2,1100.0,Window filled (reached pre-ex price 336)
2011-07-26,1928,BUY,763.8,1300,993489.9999999999,550.0,Entry 3 days before record date
2011-07-27,1928,BUY,744.486,1300,968381.7999999999,550.0,Add position on ex-dividend drop (2.2%)
2011-08-09,1928,SELL,664.668,3900,2591105.2,1100.0,Stop loss triggered (-12.1%)
2011-08-16,8905,BUY,1620.7909313964842,600,973024.5588378905,550.0,Entry 3 days before record date
2011-08-16,8570,BUY,1110.5249999999999,900,1000022.4999999999,550.0,Entry 3 days before record date
2011-08-17,8905,BUY,1602.289124267578,600,961923.4745605468,550.0,Add position on ex-dividend drop (0.8%)
2011-08-17,8570,BUY,1103.202,900,993431.8,550.0,Add position on ex-dividend drop (0.4%)
2011-08-25,8570,SELL,1103.788,2700,2979127.6,1100.0,Window filled (reached pre-ex price 1105)
2011-08-26,3382,BUY,677.0180203857421,1400,948375.228540039,550.0,Entry 3 days before record date
2011-08-26,9983,BUY,4759.5,200,952450.0,550.0,Entry 3 days before record date
2011-08-26,3141,BUY,244.2375,4100,1001924.5055625,550.7555625,Entry 3 days before record date
2011-08-29,3382,BUY,672.0080203857422,1400,941361.228540039,550.0,Add position on ex-dividend drop (0.7%)
2011-08-29,9983,SELL,4776.995,400,1909747.0611,1050.9389,Window filled (reached pre-ex price 4760)
2011-08-29,3141,BUY,237.7245,4200,998992.9,550.0,Add position on ex-dividend drop (2.7%)
2011-09-01,3382,SELL,684.628,4200,2874337.6,1100.0,Window filled (reached pre-ex price 676)
2011-09-13,8905,SELL,1536.0127604980469,1800,2763722.9688964845,1100.0,Max holding period reached (20 days)
2011-09-14,6861,BUY,4395.276225585937,200,879605.2451171874,550.0,Entry 3 days before record date
2011-09-15,6861,SELL,4491.068049316406,400,1795439.184755713,988.0349708496094,Window filled (reached pre-ex price 4395)
2011-09-26,3141,SELL,215.8175,12400,2675037.0,1100.0,Stop loss triggered (-10.7%)
2011-09-27,6971,BUY,830.3812499999999,1200,997007.4999999999,550.0,Entry 3 days before record date
2011-09-27,6954,BUY,2164.77,400,866458.0,550.0,Entry 3 days before record date
2011-09-27,6857,BUY,213.05999999999997,4700,1001932.7600999998,550.7601,Entry 3 days before record date
2011-09-27,6724,BUY,480.38999999999993,2000,961329.9999999999,550.0,Entry 3 days before record date
2011-09-27,6753,BUY,6130.499999999999,100,613599.9999999999,550.0,Entry 3 days before record date
2011-09-27,6503,BUY,686.415,1400,961531.0,550.0,Entry 3 days before record date
2011-09-27,6479,BUY,273.35999999999996,3600,984645.9999999999,550.0,Entry 3 days before record date
2011-09-27,6902,BUY,626.1149999999999,1600,1002334.9811999999,550.9812,Entry 3 days before record date
2011-09-27,6981,BUY,475.70001022338863,2100,999520.0214691161,550.0,Entry 3 days before record date
2011-09-27,7203,BUY,534.66,1800,962938.0,550.0,Entry 3 days before record date
2011-09-28,6971,BUY,801.6,1200,962470.0,550.0,Add position on ex-dividend drop (3.2%)
2011-09-28,6954,BUY,2152.296,400,861468.3999999999,550.0,Add position on ex-dividend drop (0.3%)
2011-09-28,6857,BUY,207.6645,4800,997339.6,550.0,Add position on ex-dividend drop (2.2%)
2011-09-28,6724,SELL,479.0925,4000,1915315.9965,1054.0035,Window filled (reached pre-ex price 480)
2011-09-28,6753,SELL,6169.0,200,1233121.41,678.59,Window filled (reached pre-ex price 6130)
2011-09-28,6503,BUY,683.364,1400,957259.6000000001,550.0,Add position on ex-dividend drop (0.1%)
2011-09-28,6479,BUY,263.526,3700,975596.2000000001,550.0,Add position on ex-dividend drop (3.3%)
2011-09-28,6902,SELL,630.08375,3200,2015168.0,1100.0,Window filled (reached pre-ex price 626)
2011-09-28,6981,BUY,458.69332653808596,2100,963805.9857299805,550.0,Add position on ex-dividend drop (3.3%)
2011-09-28,7203,SELL,532.9219757080078,3600,1917463.9270369264,1055.1855119018555,Window filled (reached pre-ex price 535)
2011-09-29,6954,SELL,2161.14,1200,2592268.0,1100.0,Window filled (reached pre-ex price 2154)
2011-09-29,6857,SELL,213.17875,14200,3026038.25,1100.0,Window filled (reached pre-ex price 212)
2011-09-29,6503,SELL,688.54,4200,2890768.0,1100.0,Window filled (reached pre-ex price 683)
2011-10-05,6479,SELL,235.528,10900,2566155.1999999997,1100.0,Stop loss triggered (-12.6%)
2011-10-07,6971,SELL,835.825,3600,3007870.0,1100.0,Window filled (reached pre-ex price 826)
2011-10-11,6981,SELL,474.60443090820314,6300,2988907.91472168,1100.0,Window filled (reached pre-ex price 473)
2011-11-10,3391,BUY,2035.1249999999998,400,814599.9999999999,550.0,Entry 3 days before record date
2011-11-11,3391,BUY,1998.99,400,800146.0,550.0,Add position on ex-dividend drop (1.5%)
2011-11-15,8570,BUY,1185.8999999999999,800,949269.9999999999,550.0,Entry 3 days before record date
2011-11-16,3391,SELL,2025.94,1200,2430028.0,1100.0,Window filled (reached pre-ex price 2025)
2011-11-16,8570,BUY,1167.33,800,934414.0,550.0,Add position on ex-dividend drop (1.3%)
