date,cash,positions_value,total_value,daily_return,total_return,position_count
2019-01-04,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-07,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-08,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-09,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-10,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-11,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-15,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-16,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-17,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-18,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-21,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-22,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-23,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-24,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-25,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-28,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-29,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-30,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-01-31,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-01,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-04,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-05,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-06,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-07,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-08,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-12,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-13,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-14,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-15,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-18,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-19,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-20,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-21,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-22,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-25,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-26,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-27,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-02-28,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-01,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-04,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-05,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-06,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-07,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-08,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-11,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-12,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-13,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-14,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-15,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-18,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-19,10000000.0,0.0,10000000.0,0.0,0.0,0
2019-03-20,10000000.0,0.0,10000000.0,0.0,0.0,0
